11016

10879/-0.96,8271/1,7411/1,7355/-0.53,4207/1,3775/1,3725/0.22,301/1,129/1,
10859/0.04,10813/1,9181/1,7439/1,7392/1,7349/-0.16,7304/1,5777/1,3943/1,3769/1,3740/-0.85,3695/1,2761/1,911/1,142/1,
11004/0.15,10989/0.12,10978/0.38,10959/0.42,10930/0.07,10924/-0.93,10866/0.42,10821/1,9530/1,7751/1,7400/1,7346/0.13,7301/1,5683/1,3858/1,3769/1,3742/-1.00,3693/1,2682/1,983/1,136/1,113/0.20,90/0.02,73/1.01,42/0.01,21/0.00,10/-0.46,
11004/0.20,10989/0.11,10978/0.36,10959/0.44,10930/0.08,10926/-0.96,10872/0.65,10817/1,9373/1,7999/1,7400/1,7346/0.15,7298/1,5553/1,3864/1,3772/1,3744/-1.07,3687/1,2439/1,1081/1,142/1,113/0.23,90/0.02,74/1.06,43/0.07,25/-0.23,4/-0.20,
11005/0.25,10989/0.14,10978/0.40,10959/0.44,10930/0.07,10924/-0.93,10868/0.53,10817/1,9365/1,7829/1,7398/1,7345/0.00,7299/1,5596/1,3816/1,3770/1,3740/-0.92,3687/1,2432/1,927/1,150/1,114/0.26,90/0.02,73/1.03,43/0.08,29/-0.39,2/-0.05,
11005/0.27,10990/0.16,10978/0.39,10961/0.46,10930/0.09,10924/-0.91,10864/0.29,10821/1,9526/1,7661/1,7396/1,7347/-0.05,7299/1,5600/1,3865/1,3772/1,3738/-0.80,3691/1,2592/1,839/1,148/1,114/0.28,90/0.03,73/0.98,43/0.13,29/-0.42,4/-0.24,
11004/0.24,10989/0.13,10977/0.27,10961/0.53,10930/0.11,10924/-0.89,10868/0.45,10819/1,9451/1,7833/1,7400/1,7348/0.18,7301/1,5687/1,3948/1,3772/1,3742/-1.00,3693/1,2682/1,1007/1,148/1,114/0.34,90/0.03,72/0.87,45/0.17,29/-0.38,8/-0.37,
11004/0.19,10989/0.10,10976/0.22,10961/0.50,10930/0.12,10924/-0.92,10878/1.03,10821/1,9554/1,8244/1,7398/1,7346/0.13,7299/1,5598/1,3864/1,3772/1,3754/-1.63,3699/1,2954/1,1486/1,140/1,114/0.29,90/0.02,72/0.89,43/0.10,25/-0.23,2/-0.11,
11004/0.16,10989/0.15,10976/0.22,10961/0.46,10930/0.10,10924/-0.94,10864/0.34,10819/1,9443/1,7665/1,7398/1,7346/0.05,7298/1,5553/1,3860/1,3770/1,3742/-1.01,3695/1,2765/1,1003/1,146/1,113/0.24,90/0.03,72/0.93,44/-0.13,33/-0.55,7/0.37,
11004/0.16,10990/0.18,10976/0.19,10959/0.42,10930/0.10,10926/-0.95,10864/0.31,10813/1,9191/1,7661/1,7396/1,7347/-0.07,7299/1,5600/1,3863/1,3771/1,3744/-1.09,3701/1,3017/1,1093/1,148/1,113/0.20,90/0.04,72/0.94,44/-0.09,27/-0.32,5/0.32,
11004/0.16,10990/0.17,10976/0.17,10959/0.40,10930/0.09,10926/-0.97,10864/0.31,10817/1,9357/1,7669/1,7400/1,7346/0.09,7299/1,5598/1,3862/1,3771/1,3742/-1.01,3691/1,2600/1,999/1,144/1,113/0.18,90/0.04,73/0.97,45/0.17,27/-0.30,4/-0.19,
11004/0.16,10989/0.13,10976/0.20,10959/0.41,10929/0.05,10926/-0.97,10868/0.49,10821/1,9534/1,7833/1,7400/1,7345/0.04,7301/1,5681/1,3816/1,3770/1,3740/-0.85,3697/1,2843/1,919/1,146/1,113/0.20,90/0.02,73/0.98,45/0.18,27/-0.32,4/-0.24,
11003/0.14,10989/0.10,10976/0.20,10959/0.44,10929/0.04,10926/-0.97,10870/0.56,10825/1,9702/1,7921/1,7402/1,7347/-0.05,7299/1,5600/1,3861/1,3770/1,3740/-0.85,3699/1,2927/1,911/1,142/1,113/0.21,90/0.01,73/0.97,42/0.03,29/-0.37,4/-0.21,
11004/0.19,10989/0.14,10976/0.22,10961/0.51,10930/0.05,10924/-0.92,10862/0.16,10812/1,9141/1,7574/1,7396/1,7348/0.18,7305/1,5856/1,3948/1,3772/1,3740/-0.89,3693/1,2678/1,923/1,148/1,114/0.29,90/0.02,72/0.89,42/0.00,21/-0.01,0/0.03,
11004/0.19,10989/0.14,10976/0.21,10961/0.48,10930/0.09,10924/-0.93,10864/0.34,10819/1,9443/1,7665/1,7398/1,7345/0.04,7298/1,5552/1,3816/1,3770/1,3742/-0.96,3693/1,2682/1,1003/1,146/1,114/0.26,90/0.03,72/0.91,44/-0.08,24/0.15,0/0.05,
11005/0.26,10989/0.10,10977/0.26,10959/0.45,10930/0.08,10926/-0.96,10870/0.63,10819/1,9455/1,7909/1,7396/1,7348/0.18,7299/1,5602/1,3948/1,3772/1,3740/-0.89,3693/1,2678/1,915/1,144/1,114/0.27,90/0.02,73/0.98,45/0.16,35/-0.68,6/-0.26,
11005/0.28,10989/0.12,10977/0.29,10961/0.48,10930/0.10,10924/-0.93,10872/0.71,10819/1,9459/1,7999/1,7400/1,7347/-0.11,7298/1,5554/1,3861/1,3770/1,3744/-1.11,3691/1,2604/1,1093/1,148/1,114/0.31,90/0.02,73/0.95,47/0.33,35/-0.72,6/-0.29,
11004/0.23,10989/0.15,10977/0.26,10961/0.53,10930/0.06,10924/-0.91,10868/0.49,10823/1,9618/1,7833/1,7400/1,7345/0.04,7299/1,5596/1,3815/1,3769/1,3742/-0.98,3693/1,2682/1,995/1,142/1,114/0.34,90/0.02,72/0.89,42/0.01,31/-0.49,4/-0.16,
11004/0.21,10989/0.13,10977/0.28,10963/0.56,10929/0.03,10924/-0.90,10868/0.49,10823/1,9618/1,7892/1,7430/1,7348/0.20,7299/1,5602/1,3976/1,3786/1,3750/-1.38,3709/1,3363/1,1377/1,174/1,115/0.35,90/0.02,72/0.89,42/0.01,29/-0.42,2/-0.14,
11004/0.24,10989/0.13,10978/0.40,10961/0.51,10930/0.07,10924/-0.92,10874/0.78,10823/1,9630/1,8079/1,7398/1,7346/0.13,7299/1,5598/1,3862/1,3771/1,3746/-1.23,3693/1,2689/1,1175/1,148/1,114/0.32,90/0.02,73/1.01,51/0.51,33/-0.59,10/-0.53,
11005/0.31,10989/0.14,10978/0.45,10961/0.51,10930/0.05,10924/-0.95,10864/0.25,10813/1,9191/1,7681/1,7406/1,7345/0.02,7299/1,5596/1,3816/1,3770/1,3730/-0.38,3691/1,2576/1,508/1,148/1,115/0.35,90/0.02,74/1.09,49/0.44,33/-0.58,10/-0.48,
11005/0.32,10989/0.13,10978/0.44,10961/0.51,10929/0.04,10924/-0.95,10866/0.38,10812/1,9145/1,7747/1,7398/1,7345/0.04,7300/1,5597/1,3817/1,3771/1,3738/-0.80,3699/1,2923/1,828/1,142/1,115/0.36,90/0.02,74/1.10,49/0.38,33/-0.64,8/-0.43,
11005/0.32,10989/0.13,10978/0.42,10961/0.50,10929/0.04,10926/-0.95,10876/0.94,10821/1,9550/1,8162/1,7398/1,7345/0.00,7298/1,5552/1,3819/1,3773/1,3750/-1.40,3685/1,2367/1,1308/1,134/1,114/0.34,90/0.02,74/1.09,51/0.50,35/-0.74,12/-0.56,
11005/0.31,10989/0.14,10978/0.39,10961/0.53,10929/0.03,10926/-0.96,10874/0.83,10821/1,9546/1,8099/1,7408/1,7345/0.00,7298/1,5552/1,3815/1,3769/1,3740/-0.92,3689/1,2513/1,923/1,148/1,115/0.38,90/0.02,74/1.07,53/0.56,35/-0.68,12/-0.57,
11005/0.27,10989/0.13,10978/0.36,10961/0.53,10929/0.01,10924/-0.95,10872/0.65,10819/1,9459/1,8007/1,7404/1,7346/0.05,7298/1,5553/1,3858/1,3769/1,3744/-1.09,3687/1,2439/1,1105/1,154/1,115/0.36,90/0.02,73/1.03,51/0.53,33/-0.59,10/-0.53,
11004/0.18,10989/0.09,10977/0.26,10961/0.55,10929/0.00,10924/-0.92,10868/0.53,10823/1,9618/1,7837/1,7402/1,7346/0.07,7299/1,5598/1,3858/1,3769/1,3742/-0.98,3693/1,2682/1,1003/1,146/1,114/0.33,90/0.01,72/0.91,45/0.23,31/-0.47,6/-0.27,
11004/0.21,10989/0.10,10976/0.22,10961/0.47,10929/-0.01,10924/-0.95,10868/0.49,10815/1,9282/1,7829/1,7398/1,7345/-0.02,7298/1,5552/1,3817/1,3771/1,3744/-1.12,3691/1,2604/1,1089/1,146/1,114/0.27,90/0.01,72/0.94,46/-0.16,27/-0.31,1/0.11,
11004/0.18,10989/0.10,10977/0.28,10959/0.38,10929/-0.05,10926/-0.97,10862/0.16,10821/1,9522/1,7578/1,7398/1,7349/-0.20,7299/1,5604/1,3947/1,3771/1,3740/-0.85,3699/1,2927/1,919/1,146/1,113/0.17,90/0.01,73/1.01,44/-0.14,31/-0.54,4/-0.25,
11003/0.14,10989/0.13,10977/0.34,10959/0.41,10931/-0.07,10926/-0.97,10864/0.25,10819/1,9443/1,7665/1,7398/1,7349/-0.20,7298/1,5556/1,3951/1,3773/1,3738/-0.76,3701/1,3005/1,828/1,142/1,113/0.19,90/0.02,74/1.06,49/0.36,31/-0.55,8/-0.37,
11004/0.19,10990/0.15,10977/0.32,10961/0.46,10931/-0.10,10926/-0.97,10864/0.31,10815/1,9274/1,7657/1,7394/1,7345/0.00,7298/1,5552/1,3819/1,3773/1,3740/-0.89,3693/1,2678/1,907/1,140/1,113/0.25,90/0.03,73/1.05,43/0.11,27/-0.30,4/-0.20,
11004/0.19,10990/0.17,10976/0.25,10959/0.44,10931/-0.08,10924/-0.94,10866/0.44,10817/1,9361/1,7751/1,7400/1,7345/0.04,7299/1,5596/1,3818/1,3772/1,3738/-0.82,3689/1,2509/1,839/1,148/1,113/0.23,90/0.04,72/0.94,43/0.05,27/-0.30,2/-0.08,
11003/0.13,10989/0.15,10976/0.24,10959/0.43,10929/0.02,10926/-0.96,10872/0.67,10819/1,9459/1,7991/1,7396/1,7345/-0.02,7299/1,5596/1,3817/1,3771/1,3744/-1.05,3687/1,2439/1,1081/1,142/1,113/0.20,90/0.02,73/0.97,47/0.25,29/-0.41,2/-0.12,
11004/0.15,10989/0.10,10977/0.29,10961/0.48,10930/0.06,10924/-0.94,10866/0.44,10825/1,9694/1,7759/1,7404/1,7346/0.13,7300/1,5599/1,3860/1,3770/1,3734/-0.56,3689/1,2501/1,673/1,148/1,114/0.25,90/0.01,73/0.97,42/0.01,29/-0.39,4/-0.19,
11004/0.21,10989/0.11,10977/0.25,10961/0.50,10929/0.05,10924/-0.93,10864/0.27,10857/1,10794/1,7657/1,7394/1,7346/0.07,7300/1,5599/1,3862/1,3771/1,3732/-0.53,3697/1,2827/1,572/1,138/1,114/0.30,90/0.01,72/0.93,44/-0.15,29/-0.39,0/0.01,
11005/0.32,10990/0.15,10978/0.37,10961/0.50,10929/0.03,10924/-0.94,10866/0.42,10825/1,9694/1,7755/1,7402/1,7346/0.11,7298/1,5553/1,3860/1,3770/1,3734/-0.63,3695/1,2749/1,665/1,144/1,115/0.35,90/0.02,73/1.02,46/-0.17,31/-0.49,0/0.04,
11005/0.29,10990/0.15,10978/0.40,10961/0.51,10929/0.04,10924/-0.92,10864/0.31,10823/1,9610/1,7665/1,7398/1,7348/0.18,7298/1,5555/1,3948/1,3772/1,3738/-0.83,3691/1,2592/1,851/1,154/1,114/0.34,90/0.03,73/1.01,44/-0.08,31/-0.48,2/-0.10,
11004/0.18,10989/0.13,10977/0.30,10961/0.53,10930/0.05,10924/-0.91,10872/0.71,10821/1,9542/1,7999/1,7400/1,7352/0.38,7298/1,5559/1,4122/1,3774/1,3744/-1.07,3697/1,2850/1,1089/1,146/1,114/0.31,90/0.02,72/0.91,42/-0.05,29/-0.36,4/-0.17,
11004/0.21,10989/0.11,10977/0.25,10963/0.63,10929/0.04,10922/-0.83,10874/0.83,10833/1,10031/1,8091/1,7404/1,7346/0.09,7298/1,5553/1,3858/1,3769/1,3736/-0.69,3687/1,2424/1,743/1,140/1,115/0.44,90/0.01,71/0.76,46/-0.20,21/-0.04,2/-0.10,
11004/0.17,10989/0.08,10976/0.16,10965/0.67,10929/0.04,10922/-0.80,10866/0.44,10821/1,9530/1,7751/1,7400/1,7345/0.02,7299/1,5596/1,3815/1,3769/1,3740/-0.91,3693/1,2678/1,923/1,148/1,116/0.48,90/0.01,70/0.67,46/-0.18,22/0.12,2/-0.07,
11004/0.17,10989/0.11,10977/0.29,10963/0.57,10930/0.06,10924/-0.85,10864/0.31,10821/1,9526/1,7661/1,7396/1,7345/0.00,7299/1,5596/1,3817/1,3771/1,3732/-0.49,3689/1,2497/1,576/1,140/1,115/0.36,90/0.01,71/0.81,42/0.00,29/-0.44,4/-0.21,
11004/0.22,10989/0.11,10978/0.44,10961/0.54,10930/0.07,10924/-0.89,10862/0.20,10813/1,9187/1,7586/1,7402/1,7346/0.13,7299/1,5598/1,3858/1,3769/1,3742/-0.96,3703/1,3096/1,995/1,142/1,114/0.34,90/0.02,73/0.98,47/0.31,35/-0.73,8/-0.41,
11004/0.24,10989/0.09,10979/0.50,10963/0.56,10930/0.08,10924/-0.92,10874/0.83,10819/1,9463/1,8075/1,7396/1,7345/0.02,7299/1,5596/1,3816/1,3770/1,3744/-1.07,3691/1,2604/1,1077/1,140/1,115/0.37,90/0.01,74/1.10,47/0.32,35/-0.70,10/-0.51,
11004/0.21,10989/0.10,10978/0.44,10961/0.50,10930/0.05,10924/-0.93,10868/0.49,10825/1,9698/1,7841/1,7404/1,7346/0.07,7298/1,5553/1,3860/1,3770/1,3738/-0.76,3691/1,2592/1,839/1,148/1,114/0.29,90/0.01,74/1.06,47/0.27,31/-0.55,8/-0.42,
11004/0.22,10989/0.12,10977/0.31,10961/0.52,10929/0.03,10924/-0.89,10868/0.54,10823/1,9618/1,7829/1,7398/1,7345/0.04,7300/1,5597/1,3815/1,3769/1,3742/-0.96,3693/1,2682/1,999/1,144/1,114/0.32,90/0.02,72/0.90,49/0.36,29/-0.40,8/-0.40,
11004/0.23,10989/0.11,10976/0.24,10963/0.59,10929/0.04,10924/-0.88,10872/0.69,10819/1,9459/1,8023/1,7412/1,7346/0.07,7299/1,5598/1,3860/1,3770/1,3742/-0.96,3689/1,2517/1,1030/1,160/1,115/0.40,90/0.01,71/0.84,47/0.27,31/-0.50,6/-0.27,
11005/0.25,10990/0.17,10977/0.27,10963/0.61,10929/-0.02,10922/-0.83,10860/0.05,10812/1,9139/1,7481/1,7392/1,7349/-0.24,7302/1,5690/1,3947/1,3771/1,3740/-0.94,3691/1,2596/1,923/1,148/1,115/0.44,90/0.03,71/0.76,42/-0.05,24/0.17,8/-0.39,
11005/0.30,10990/0.17,10977/0.26,10959/0.41,10933/-0.16,10924/-0.88,10860/0.15,10815/1,9266/1,7485/1,7394/1,7351/-0.27,7304/1,5781/1,4040/1,3775/1,3742/-0.98,3695/1,2765/1,1007/1,148/1,114/0.26,91/0.06,71/0.84,47/0.35,34/0.67,2/-0.06,
11002/0.02,10988/0.02,10974/0.02,10955/0.17,10935/-0.25,10926/-1.01,10862/0.16,10813/1,9187/1,7570/1,7394/1,7351/-0.27,7304/1,5781/1,4040/1,3775/1,3742/-1.01,3695/1,2765/1,1007/1,148/1,111/0.03,91/0.07,73/1.01,47/0.28,31/-0.49,6/-0.30,
11002/0.01,10988/0.01,10974/0.01,10955/0.17,10935/-0.26,10926/-1.00,10862/0.16,10815/1,9270/1,7566/1,7392/1,7351/-0.27,7304/1,5781/1,4040/1,3775/1,3742/-1.01,3695/1,2765/1,1007/1,148/1,111/0.03,91/0.07,73/1.01,45/0.21,27/-0.26,8/-0.40,
11002/0.01,10988/0.01,10974/0.01,10955/0.16,10935/-0.26,10926/-1.00,10860/0.15,10815/1,9266/1,7485/1,7394/1,7351/-0.27,7304/1,5781/1,4040/1,3775/1,3742/-1.00,3695/1,2765/1,1007/1,148/1,111/0.03,91/0.07,73/1.01,47/0.26,27/-0.30,8/-0.39,
11002/0.02,10988/0.02,10974/0.01,10955/0.17,10935/-0.28,10926/-1.00,10860/0.13,10813/1,9183/1,7481/1,7392/1,7351/-0.31,7304/1,5781/1,4040/1,3775/1,3742/-0.98,3695/1,2765/1,1007/1,148/1,111/0.03,91/0.08,73/1.00,45/0.16,27/-0.35,8/-0.37,
11002/0.04,10990/0.15,10975/0.05,10955/0.19,10933/-0.25,10926/-0.99,10862/0.20,10815/1,9270/1,7570/1,7394/1,7346/0.07,7299/1,5598/1,3860/1,3770/1,3742/-1.01,3695/1,2765/1,1007/1,148/1,111/0.04,91/0.08,73/0.99,45/0.17,21/-0.04,8/-0.38,
11002/0.04,10990/0.19,10975/0.05,10955/0.21,10931/-0.08,10926/-1.01,10862/0.22,10815/1,9270/1,7570/1,7394/1,7345/0.04,7298/1,5552/1,3815/1,3769/1,3744/-1.05,3695/1,2769/1,1093/1,148/1,111/0.04,90/0.04,73/1.02,42/0.01,23/-0.06,10/-0.52,
11002/0.04,10989/0.05,10974/0.02,10955/0.21,10929/0.02,10926/-1.03,10864/0.29,10817/1,9357/1,7657/1,7394/1,7348/0.22,7301/1,5687/1,3948/1,3772/1,3742/-0.98,3695/1,2765/1,1003/1,146/1,111/0.05,90/0.00,74/1.06,47/0.34,21/0.01,1/0.14,
11004/0.18,10990/0.16,10976/0.19,10957/0.32,10929/0.05,10926/-0.99,10868/0.47,10821/1,9534/1,7829/1,7398/1,7348/0.16,7298/1,5555/1,3946/1,3771/1,3746/-1.18,3701/1,3021/1,1175/1,148/1,112/0.14,90/0.03,73/1.02,45/0.24,27/-0.29,4/-0.18,
11004/0.17,10990/0.17,10976/0.24,10959/0.42,10930/0.08,10926/-0.96,10868/0.54,10819/1,9451/1,7833/1,7400/1,7347/-0.05,7300/1,5601/1,3861/1,3770/1,3740/-0.94,3693/1,2678/1,939/1,156/1,113/0.20,90/0.03,73/0.98,43/0.08,31/-0.48,6/-0.32,
11003/0.12,10989/0.11,10976/0.22,10959/0.43,10929/0.05,10926/-0.95,10870/0.56,10817/1,9369/1,7917/1,7400/1,7346/0.13,7299/1,5598/1,3860/1,3770/1,3744/-1.09,3693/1,2686/1,1093/1,148/1,113/0.20,90/0.01,73/0.96,47/0.31,31/-0.48,10/-0.53,
11003/0.15,10989/0.10,10976/0.23,10961/0.48,10929/0.01,10924/-0.94,10864/0.29,10821/1,9526/1,7669/1,7400/1,7347/-0.07,7300/1,5601/1,3861/1,3770/1,3738/-0.78,3697/1,2839/1,839/1,148/1,114/0.25,90/0.01,72/0.93,47/0.32,31/-0.46,10/-0.53,
11004/0.16,10989/0.09,10976/0.21,10961/0.50,10929/-0.02,10926/-0.95,10870/0.60,10817/1,9369/1,7913/1,7398/1,7345/0.02,7299/1,5596/1,3815/1,3769/1,3748/-1.27,3697/1,2858/1,1249/1,144/1,114/0.28,90/0.01,73/0.96,47/0.30,31/-0.46,8/-0.38,
11003/0.15,10989/0.11,10976/0.22,10961/0.48,10929/-0.02,10926/-0.97,10866/0.38,10819/1,9447/1,7747/1,7398/1,7349/-0.18,7300/1,5605/1,3943/1,3769/1,3740/-0.85,3699/1,2927/1,927/1,150/1,113/0.25,90/0.01,73/0.98,45/0.23,33/-0.56,8/-0.38,
11004/0.16,10989/0.14,10977/0.26,10959/0.43,10931/-0.05,10926/-0.99,10866/0.40,10821/1,9530/1,7751/1,7400/1,7349/-0.24,7302/1,5690/1,3947/1,3771/1,3740/-0.85,3701/1,3009/1,919/1,146/1,113/0.21,90/0.02,74/1.06,49/0.42,33/-0.55,8/-0.44,
11003/0.15,10989/0.13,10977/0.27,10959/0.40,10931/-0.11,10926/-0.99,10868/0.51,10823/1,9618/1,7829/1,7398/1,7349/-0.18,7298/1,5556/1,3943/1,3769/1,3736/-0.74,3689/1,2505/1,747/1,142/1,113/0.18,90/0.03,73/1.05,51/0.50,33/-0.61,10/-0.54,
11004/0.19,10990/0.17,10977/0.34,10959/0.41,10931/-0.10,10926/-0.95,10864/0.29,10827/1,9772/1,7673/1,7402/1,7346/0.09,7301/1,5683/1,3860/1,3770/1,3740/-0.89,3701/1,3009/1,927/1,150/1,113/0.21,90/0.04,73/1.02,45/0.21,33/-0.58,4/-0.18,
11004/0.20,10990/0.17,10978/0.37,10961/0.47,10929/0.01,10926/-0.96,10868/0.47,10823/1,9618/1,7833/1,7400/1,7346/0.09,7299/1,5598/1,3860/1,3770/1,3740/-0.85,3697/1,2843/1,915/1,144/1,114/0.26,90/0.03,74/1.05,45/0.20,31/-0.55,2/-0.08,
11003/0.13,10989/0.07,10977/0.30,10961/0.50,10930/0.08,10926/-0.95,10866/0.38,10819/1,9447/1,7743/1,7396/1,7345/0.02,7299/1,5596/1,3815/1,3769/1,3738/-0.83,3693/1,2674/1,832/1,144/1,114/0.26,90/0.01,73/0.99,47/0.30,33/-0.58,4/-0.18,
11003/0.12,10989/0.08,10977/0.25,10961/0.48,10930/0.08,10924/-0.94,10868/0.53,10821/1,9534/1,7837/1,7402/1,7346/0.05,7299/1,5598/1,3860/1,3770/1,3744/-1.07,3695/1,2769/1,1089/1,146/1,113/0.25,90/0.01,72/0.95,45/0.25,33/-0.59,6/-0.26,
11003/0.14,10989/0.08,10977/0.31,10961/0.49,10930/0.08,10924/-0.93,10868/0.51,10821/1,9534/1,7833/1,7400/1,7348/0.16,7301/1,5687/1,3948/1,3772/1,3742/-1.00,3693/1,2682/1,1007/1,148/1,114/0.26,90/0.01,73/0.97,49/0.35,35/-0.67,6/-0.33,
11004/0.16,10989/0.09,10978/0.37,10961/0.50,10930/0.08,10924/-0.93,10868/0.47,10823/1,9618/1,7837/1,7402/1,7345/0.00,7299/1,5596/1,3818/1,3772/1,3736/-0.72,3697/1,2835/1,767/1,152/1,114/0.27,90/0.01,73/0.99,49/0.42,35/-0.66,6/-0.30,
11003/0.15,10989/0.08,10977/0.30,10961/0.50,10930/0.08,10924/-0.93,10870/0.58,10819/1,9455/1,7921/1,7402/1,7346/0.07,7299/1,5598/1,3864/1,3772/1,3738/-0.78,3689/1,2509/1,855/1,156/1,114/0.27,90/0.01,73/0.96,47/0.30,33/-0.59,6/-0.27,
11004/0.21,10989/0.12,10978/0.36,10961/0.50,10930/0.08,10924/-0.93,10864/0.33,10821/1,9526/1,7653/1,7392/1,7348/0.16,7303/1,5774/1,3942/1,3769/1,3744/-1.09,3681/1,2186/1,1085/1,144/1,114/0.30,90/0.02,73/1.00,43/0.11,33/-0.58,4/-0.22,
11004/0.22,10989/0.13,10978/0.43,10961/0.49,10930/0.08,10924/-0.95,10866/0.38,10821/1,9530/1,7751/1,7400/1,7348/0.20,7301/1,5687/1,3944/1,3770/1,3736/-0.67,3695/1,2753/1,747/1,142/1,114/0.29,90/0.02,74/1.08,43/0.13,31/-0.54,4/-0.25,
11003/0.15,10989/0.09,10977/0.33,10961/0.48,10930/0.08,10926/-0.96,10866/0.42,10817/1,9361/1,7747/1,7398/1,7346/0.15,7298/1,5553/1,3858/1,3769/1,3738/-0.80,3691/1,2592/1,839/1,148/1,114/0.25,90/0.01,73/1.03,47/0.29,31/-0.53,8/-0.37,
11003/0.13,10989/0.07,10977/0.30,10961/0.48,10930/0.08,10924/-0.93,10864/0.31,10817/1,9357/1,7673/1,7402/1,7348/0.20,7298/1,5555/1,3952/1,3774/1,3738/-0.82,3699/1,2923/1,863/1,160/1,114/0.25,90/0.01,73/0.96,49/0.45,33/-0.62,10/-0.47,
11004/0.18,10989/0.10,10978/0.39,10961/0.47,10930/0.08,10924/-0.93,10866/0.44,10815/1,9278/1,7743/1,7396/1,7346/0.05,7298/1,5553/1,3858/1,3769/1,3734/-0.62,3685/1,2335/1,673/1,148/1,114/0.26,90/0.02,73/1.03,47/0.27,33/-0.57,8/-0.42,
